-0.092725,0.399163,0.581829
-0.106001,0.384922,0.622337
-0.119042,0.384884,0.593290
-0.066142,0.414620,0.599186
-0.130220,0.391959,0.592120
-0.159257,0.393436,0.575940
-0.165242,0.403050,0.544277
-0.128239,0.403336,0.554483
-0.149049,0.455745,0.412122
-0.146370,0.457059,0.449690
-0.179572,0.457816,0.424567
-0.125747,0.456437,0.431934
-0.113851,0.456061,0.372990
-0.111007,0.460344,0.408256
-0.146435,0.457964,0.386478
-0.090831,0.458873,0.395514
0.003941,0.451004,0.331093
0.005278,0.468964,0.386414
-0.026247,0.456188,0.364579
0.034695,0.465104,0.361356
0.082216,0.490439,0.433661
0.054017,0.491750,0.453598
0.035049,0.479476,0.428250
0.056599,0.479435,0.407531
0.322129,0.406488,0.577535
0.311453,0.397049,0.653639
0.280212,0.453910,0.612518
0.365994,0.377556,0.614464
0.369483,0.424650,0.453568
0.431491,0.402466,0.460558
0.313350,0.442122,0.497896
0.376764,0.408931,0.516636
-0.113151,0.457705,0.417788
-0.112309,0.460622,0.461863
-0.139740,0.455362,0.446027
-0.099823,0.463002,0.444551
-0.084541,0.438101,0.304562
-0.081409,0.446205,0.349017
-0.118473,0.441186,0.328832
-0.060948,0.445079,0.335036
0.087820,0.540804,0.480205
0.065741,0.541832,0.534220
0.064400,0.539526,0.503064
0.095571,0.550347,0.519202
0.055200,0.529601,0.474170
0.048987,0.531157,0.520943
0.032645,0.529284,0.502336
0.064327,0.534021,0.495297
-0.210158,0.458984,0.361140
-0.207922,0.466517,0.411682
-0.233015,0.464447,0.391121
-0.194595,0.460321,0.386243
-0.156143,0.440832,0.304428
-0.168130,0.456739,0.361892
-0.190765,0.448241,0.330605
-0.140877,0.449145,0.340656
-0.215856,0.443295,0.483954
-0.210465,0.438413,0.546449
-0.243842,0.441786,0.515955
-0.192763,0.440038,0.517839
-0.114498,0.435218,0.572778
-0.142257,0.434937,0.554940
-0.099869,0.447129,0.524910
-0.124937,0.443016,0.520450
-0.268773,0.478346,0.458318
-0.239806,0.469622,0.431853
-0.270289,0.565587,0.428985
-0.276886,0.477351,0.413102
-0.237055,0.466269,0.333921
-0.258739,0.474119,0.383547
-0.267256,0.469927,0.355147
-0.233391,0.468662,0.371982
0.085665,0.508542,0.500735
0.074965,0.506434,0.568342
0.055780,0.502617,0.529298
0.119428,0.517769,0.521159
0.106368,0.518579,0.465320
0.083214,0.515010,0.481708
0.086951,0.511325,0.458735
0.099348,0.511040,0.444650
-0.210226,0.461943,0.379079
-0.206686,0.465921,0.414039
-0.237359,0.467517,0.406777
-0.185717,0.464074,0.399506
-0.041376,0.473598,0.456001
-0.038806,0.477743,0.474905
-0.058774,0.470780,0.459189
-0.061589,0.473016,0.482380
0.441869,-0.104647,0.361789
0.443131,-0.150246,0.380504
0.405869,-0.169219,0.356483
0.447985,-0.206775,0.389977
0.294337,-0.155425,0.289965
0.337394,-0.150143,0.306080
0.239135,-0.160351,0.268199
0.335471,-0.176938,0.343757
-0.161871,0.461904,0.458654
-0.147961,0.460205,0.519273
-0.188054,0.460006,0.497101
-0.117074,0.470174,0.493420
-0.182222,0.460365,0.522739
-0.189562,0.452411,0.556139
-0.209897,0.469530,0.512971
-0.163877,0.468295,0.493789
-0.068041,0.453061,0.497061
-0.068167,0.452894,0.541906
-0.097182,0.445098,0.505989
-0.045518,0.459891,0.514984
0.037585,0.484936,0.439150
0.022909,0.486651,0.468303
0.009654,0.470874,0.423928
0.053623,0.492092,0.440217
0.344603,-0.075626,0.259291
0.353290,-0.086184,0.278601
0.305901,-0.091858,0.242395
0.318614,-0.103185,0.265647
-0.354089,-0.403776,0.352826
-0.271911,-0.427580,0.380033
-0.358970,-0.460855,0.405311
-0.296590,-0.458774,0.430585
0.025078,0.505707,0.558039
-0.007820,0.484491,0.595918
0.002167,0.490199,0.553390
0.046260,0.514868,0.531556
0.080275,0.514996,0.474018
0.059129,0.510350,0.484351
0.059186,0.505577,0.451068
0.084884,0.507656,0.434883
-0.051965,0.502463,0.383818
-0.097803,0.486852,0.365893
-0.142588,0.451610,0.319762
-0.102947,0.454480,0.310987
-0.233183,-0.334601,0.290431
-0.252372,-0.372919,0.339452
-0.306578,-0.343915,0.320939
-0.167185,-0.338047,0.267825
0.139905,0.468089,0.303513
0.124583,0.491250,0.369053
0.106649,0.475239,0.333455
0.150594,0.485672,0.351125
0.126581,0.524091,0.461067
0.095596,0.512884,0.448587
0.131774,0.511080,0.416992
0.102333,0.508895,0.422992
-0.180167,0.446014,0.461587
-0.214990,0.445824,0.481374
-0.238539,0.452344,0.447006
-0.212269,0.450106,0.430056
0.054547,0.440405,0.304845
0.039887,0.457989,0.364717
0.024606,0.446449,0.332678
0.070411,0.456786,0.340044
-0.074582,0.421813,0.616503
-0.068130,0.420915,0.661007
-0.094698,0.410526,0.644537
-0.044991,0.438748,0.636542
-0.027512,0.454107,0.571301
-0.035316,0.453041,0.615547
-0.051883,0.445544,0.591319
-0.020473,0.459653,0.601735
-0.200384,0.439652,0.442209
-0.205215,0.437288,0.478425
-0.228970,0.440833,0.449245
-0.179207,0.436402,0.453302
-0.181135,0.417069,0.542323
-0.186578,0.422791,0.503213
-0.163026,0.421510,0.519820
-0.211958,0.420946,0.522051
-0.389519,0.330839,0.356565
-0.389644,0.335417,0.418629
-0.472216,0.240369,0.385096
-0.340193,0.350808,0.394242
-0.292510,0.400061,0.348640
-0.319297,0.415998,0.398346
-0.237517,0.408628,0.332213
-0.266057,0.419104,0.388272
-0.103009,0.452295,0.368208
-0.100504,0.458569,0.410142
-0.129162,0.450264,0.359883
-0.081288,0.457948,0.389951
-0.152664,0.450786,0.441807
-0.182165,0.452472,0.448921
-0.173107,0.451359,0.426215
-0.154669,0.450553,0.416616
0.020582,0.465963,0.359860
0.023746,0.474065,0.391212
0.001984,0.463230,0.364801
0.035348,0.471960,0.373780
0.034033,0.487080,0.398588
0.034690,0.494783,0.429359
0.014656,0.483618,0.410707
0.042466,0.493563,0.416929
-0.059016,0.447003,0.300425
-0.042102,0.458936,0.341955
-0.110591,0.451209,0.317315
-0.007599,0.452222,0.308594
-0.076417,0.457224,0.360858
-0.082428,0.464165,0.394206
-0.113301,0.458571,0.374064
-0.042820,0.465433,0.372821
0.045568,0.511290,0.532543
0.028105,0.506480,0.551810
0.029870,0.502575,0.524461
0.053078,0.510241,0.515829
0.033074,0.498373,0.491855
0.023721,0.498189,0.506098
0.016621,0.491259,0.477501
0.041432,0.497371,0.478518
-0.130796,0.384554,0.596919
-0.115945,0.363558,0.642578
-0.141969,0.378657,0.620738
-0.108152,0.385019,0.626800
-0.209693,0.436282,0.472040
-0.164852,0.402241,0.572492
-0.193684,0.421995,0.522874
-0.160819,0.417158,0.528859
-0.110828,-0.333428,0.253028
-0.142921,-0.372036,0.375620
-0.219598,-0.411959,0.407834
-0.113246,-0.343784,0.304691
-0.208466,-0.351400,0.307160
-0.163606,-0.374318,0.353333
-0.219621,-0.381471,0.369133
-0.149473,-0.345734,0.298292
-0.203226,0.446813,0.311750
-0.236577,0.463051,0.395837
-0.238055,0.463855,0.363715
-0.208739,0.460236,0.357218
-0.112375,0.443137,0.310841
-0.123826,0.450356,0.352312
-0.141992,0.443951,0.317460
-0.097604,0.447893,0.333524
0.058836,0.467596,0.355021
0.035970,0.461763,0.353988
0.045962,0.453405,0.323827
0.042064,0.458957,0.340053
0.386349,-0.055527,0.252499
0.405452,-0.061019,0.279994
0.362355,-0.077450,0.250348
0.385955,-0.080730,0.280601
-0.087518,0.422132,0.594168
-0.091405,0.406580,0.662098
-0.115483,0.415358,0.624274
-0.060431,0.424022,0.626833
-0.024467,0.447628,0.583077
-0.027810,0.443506,0.622483
-0.053219,0.443044,0.574908
0.006302,0.461361,0.596798
-0.079213,0.455923,0.553574
-0.104404,0.442498,0.579641
-0.137028,0.441759,0.545610
-0.099058,0.455588,0.530908
-0.065437,0.455090,0.294992
-0.063848,0.461559,0.331258
-0.107722,0.454388,0.300214
-0.047512,0.461856,0.320476
-0.101173,0.472828,0.530081
-0.131140,0.449335,0.621963
-0.135609,0.459716,0.568325
-0.112586,0.471197,0.587123
-0.041982,0.477076,0.511374
-0.046012,0.483027,0.569543
-0.056108,0.477583,0.498933
-0.029628,0.493607,0.523963
0.048346,0.506487,0.487126
0.040569,0.508573,0.514970
0.036755,0.503347,0.486056
0.060931,0.514054,0.489114
0.049086,0.505985,0.474864
0.040914,0.507320,0.485723
0.045406,0.501417,0.456464
0.048445,0.504067,0.459434
-0.003246,0.482372,0.463892
-0.022731,0.479827,0.484880
-0.026200,0.476646,0.456176
0.004254,0.483590,0.450520
-0.057858,0.466721,0.419055
-0.068932,0.468164,0.445133
-0.083977,0.465215,0.415380
-0.040008,0.469835,0.408627
0.376120,0.421799,0.423812
0.321971,0.430999,0.394408
0.421847,0.399453,0.398376
0.346746,0.414481,0.366197
0.375081,-0.025982,0.259659
0.391144,-0.027178,0.286919
0.358910,-0.051751,0.263539
0.380226,-0.040422,0.278967
0.057507,0.488690,0.430024
0.047723,0.497281,0.469398
0.032926,0.484744,0.446645
0.074090,0.503471,0.456604
0.054095,0.490558,0.457001
0.054093,0.503746,0.501723
0.030451,0.488213,0.476899
0.060723,0.499627,0.480482
0.278303,0.445540,0.377599
0.272292,0.465899,0.447219
0.230792,0.468051,0.402745
0.323155,0.446567,0.442303
0.100283,0.496995,0.410906
0.066496,0.493612,0.421344
0.080508,0.498606,0.434707
0.077495,0.487720,0.402601
0.456696,0.386343,0.508218
0.395201,0.366889,0.630076
0.412170,0.398108,0.539418
0.451208,0.363947,0.563432
0.404169,-0.033610,0.302210
0.396715,-0.053556,0.313902
0.377288,-0.031350,0.280280
0.426318,-0.025306,0.329317
-0.109056,0.438111,0.506144
-0.111264,0.438547,0.545954
-0.134446,0.432966,0.523479
-0.087347,0.446345,0.532807
-0.166003,0.443168,0.505040
-0.192265,0.439962,0.523928
