# .PCD v0.7 - Point Cloud Data file format
VERSION 0.7
FIELDS x y z
SIZE 4 4 4
TYPE F F F
COUNT 1 1 1
WIDTH 2948
HEIGHT 1
VIEWPOINT 0 0 0 1 0 0 0
POINTS 2948
DATA ascii
1.74418199 18.36899376 -0.40960777
1.85583282 18.48182678 -0.56761009
1.92535019 18.59378242 -0.71786863
1.86072707 18.57996178 -0.76156515
1.67233348 18.51212502 -0.69950193
1.69799173 18.35918999 -0.34852329
1.63276899 18.32366371 -0.27287233
1.78006303 18.60374832 -0.61992824
1.40839314 18.37369156 -0.54326791
1.54263771 18.22754478 -0.18138885
1.69610476 18.56763649 -0.53014207
1.61778140 18.50909805 -0.46505952
1.38152862 18.37434387 -0.43392652
1.48607886 18.24969673 -0.21085130
1.44958532 18.29779625 -0.28283203
1.33336794 17.90537453 -0.02651927
1.37736487 18.15375519 -0.18732969
1.31152701 18.03765106 -0.13905367
1.31576228 18.22564888 -0.28949594
1.19721210 18.00592613 -0.18779263
1.28850687 17.75967979 0.03292030
1.08093679 17.87813187 -0.17746101
1.09590280 17.63114738 -0.04411647
0.78879684 19.37910080 0.56325841
0.77330929 19.51039886 0.71976548
0.76214629 19.54355431 0.86289966
0.75635189 19.53000832 0.94222540
0.80474931 19.40404129 0.48610896
0.85714561 19.51532745 0.57864201
1.10256565 19.30761147 0.43353266
0.83543086 19.17253494 0.21867287
1.19507551 19.12458611 0.23559138
0.87648314 19.17592049 0.22070085
0.92406070 19.22483444 0.25389868
0.95016176 19.20041275 0.23611723
1.10913062 19.14942169 0.23001747
0.95218456 18.84727669 0.06095682
1.00087643 18.97982025 0.12184457
1.08834338 18.86099243 0.08638266
1.20992506 18.85726166 0.08257278
0.99253744 18.63290596 0.00084186
1.04533184 18.78149796 0.05374852
1.07935667 18.78501129 0.05975385
1.19907773 18.66875267 0.01873115
1.11810935 19.97511482 -0.38108435
1.16000593 19.90766907 -0.29615933
1.05924320 19.99914551 -0.26031035
1.13493812 19.75165749 -0.09475039
1.16722047 19.64060020 -0.06837156
0.20940445 0.45210481 0.01979697
0.12096465 0.25578517 0.08452544
0.29052693 0.91942525 0.17281094
0.28471923 0.78215677 0.08502094
0.25418046 0.72133398 0.11256336
0.09289142 0.26314658 0.10521212
0.02901185 0.12785730 0.09599653
0.10514727 0.64713484 0.19762383
0.24119920 0.83684093 0.19229910
0.05606036 0.70898646 0.22768831
-0.03015164 0.42150217 0.13832611
0.04574195 0.86086380 0.25073805
-0.06436934 0.21580620 0.08626632
-0.06458884 0.12516132 0.06229486
-0.12789825 0.67963678 0.08125241
-0.11301104 0.85946178 0.17368935
-0.16120982 0.88603783 0.06457948
-0.11409906 0.32279176 -0.00340139
-0.10587152 0.67873561 -0.13463756
-0.09727706 0.37690374 -0.06130069
-0.14701553 0.87129927 -0.09455605
-0.12683675 0.52654308 -0.03603156
-0.06468683 0.39905629 -0.11931653
-0.02188457 0.79594052 -0.20972236
-0.03256136 0.60171109 -0.16991831
0.02321444 0.76142526 -0.22297782
0.03204457 -0.00026846 -0.06239575
0.08915434 0.21675165 -0.09495804
0.11410856 0.64870578 -0.19452350
0.14032458 0.62064457 -0.17713723
0.14677210 0.65072000 -0.18222228
0.15906504 0.41593090 -0.11261496
0.32642180 0.83704138 -0.02663183
0.23716888 0.65579593 -0.10469683
0.25296623 0.79595518 -0.17078149
-0.12436399 1.80856085 0.09397379
-0.14945687 1.39888442 0.06606817
-0.16005018 1.23432314 0.04791426
-0.17043865 1.01574206 0.07356672
-0.12310038 1.79630935 0.12035867
-0.13263552 1.83387125 -0.04285327
-0.13855274 1.69942188 -0.01797603
-0.12952636 1.86131442 -0.02071137
-0.13210541 1.74057007 0.04078411
-0.11465766 2.21028233 -0.09229102
-0.15699074 1.40705109 -0.04362561
-0.11445011 1.54187250 -0.13910463
-0.13152090 1.62439430 -0.11502068
-0.09219069 1.74247205 -0.15344642
-0.10931954 1.74562550 -0.13369000
-0.13827552 1.46760309 -0.11597884
0.02154731 2.25618625 -0.25516868
-0.06329226 1.74475002 -0.18637702
-0.04569501 1.90391064 -0.19770989
0.01522070 1.91051280 -0.26704809
-0.08618508 1.99500704 -0.14634039
0.11683040 1.24422956 -0.27090159
0.10644800 1.24393046 -0.27010533
0.08743168 1.12575829 -0.26627272
0.10228714 1.08751607 -0.26663148
-0.00544409 1.34537399 -0.26363701
0.13057883 2.00043440 -0.28717491
0.12440194 1.62331295 -0.27912021
0.16709320 1.68043864 -0.28348956
0.13726699 1.78511953 -0.28334653
0.18891326 2.23769736 -0.29634893
0.30667263 0.99135756 -0.15878804
0.31856436 1.01285803 -0.15088223
0.24168991 0.95014220 -0.21011451
0.27463076 1.90596306 -0.28368679
0.40374786 1.92923796 -0.17451064
0.40877053 1.77234864 -0.15348977
0.32802182 1.71833396 -0.21776617
0.33806252 1.45075727 -0.18063635
0.39431840 1.50109351 -0.13720606
0.40647981 1.93219781 -0.17245632
0.37348628 1.23094559 -0.06368772
0.43577671 1.80482161 -0.07105306
0.39538574 1.38833272 0.00296363
0.34968081 0.95334524 0.03007799
0.46264106 2.05549335 -0.07924298
0.45192853 1.93585956 -0.04532571
0.47914168 2.18078589 -0.03961731
0.39593616 1.38566327 0.01496588
0.43529350 1.73821366 0.02583340
0.24965958 1.02950406 0.21893321
0.37020603 1.19838560 0.10458869
0.31417868 1.22633982 0.17201760
0.28936803 1.05118525 0.17671205
0.33206612 1.16623092 0.14362167
0.34110373 2.13528728 0.26349643
0.43933952 2.08847427 0.14547423
0.44198143 2.12650704 0.14757991
0.30983630 1.46737218 0.20930955
0.32429051 1.57139444 0.20684737
0.09513359 1.14906383 0.26798287
0.23369563 1.66713238 0.27486402
0.20626640 1.59192812 0.27438965
0.29021764 2.07139301 0.28393337
0.11776149 1.30726719 0.27149561
0.13301612 1.85810375 0.28822595
0.06893045 1.53764844 0.28243053
0.18427694 1.83080292 0.28369811
0.14384925 1.99028039 0.29172587
0.03882957 1.53457999 0.28447223
0.03921573 1.96569741 0.27103627
-0.07505909 0.99817288 0.20753804
-0.01522873 1.65664470 0.23517960
-0.07349230 1.44540215 0.19239971
0.03934097 1.71670890 0.28033015
-0.04932474 2.25720835 0.18280482
-0.03902450 1.98344874 0.20214240
-0.08915584 1.84655929 0.16357237
-0.02671656 1.75394368 0.22155887
-0.09321479 1.42082071 0.17612553
0.30176237 2.37917423 -0.28654805
0.25524858 2.88738275 -0.35529912
0.27180210 2.57826304 -0.31876111
0.35035199 2.35749388 -0.26265192
0.31359476 3.18123055 -0.35671490
0.37856230 2.86858773 -0.29808438
0.36082724 2.93248367 -0.31206891
0.46262711 3.17591572 -0.28927797
0.47568524 2.42491865 -0.14980644
0.45672330 2.35988593 -0.17646688
0.49783942 2.83330226 -0.23874332
0.47197625 2.39026666 -0.14709815
0.55113226 2.70335817 -0.05077379
0.53097969 2.40092516 0.00515434
0.57041848 3.01853704 -0.11360259
0.57559335 3.23035240 -0.17644571
0.59303916 2.87373781 -0.00137158
0.59308523 2.90254116 0.03197818
0.53733057 2.49079275 0.02957426
0.46864322 2.27644515 0.11494726
0.52037722 2.64034176 0.11170153
0.42497754 2.35614944 0.23434383
0.49350607 2.81397724 0.22271329
0.59073573 3.04306173 0.07948224
0.53915709 2.93921304 0.16079125
0.47917867 3.07676649 0.27964950
0.31937236 2.33367682 0.27485922
0.43328363 2.57030869 0.25287116
0.45967302 2.78961444 0.26203561
0.33898377 2.90168190 0.31671485
0.24336499 2.74838710 0.33905563
0.25146547 2.88520122 0.34785041
0.27406716 3.06684208 0.35511947
0.19106516 2.84383965 0.33733839
0.23227645 3.04353762 0.36072984
0.19037224 2.89311552 0.33812246
0.09416260 2.61116624 0.28763562
0.01704188 2.70556879 0.25438496
-0.02740830 2.35732055 0.22613575
0.07403131 3.25428510 0.29291448
0.03057302 2.53966355 0.25683668
0.07306020 3.05879426 0.28804952
-0.07403161 2.59007978 0.11115989
-0.02516190 2.81815743 0.22840881
-0.08605207 2.59454775 0.07880992
-0.07947853 2.48800445 0.10253416
-0.09371950 3.10149169 0.02882030
-0.09417889 2.93076277 0.03753272
-0.04220980 3.01390696 0.17154846
-0.10041452 3.29637790 -0.00041449
-0.09494001 2.84358788 0.04057438
-0.09045045 2.40273929 -0.08496764
-0.11041462 2.54126978 -0.03478901
-0.09616847 2.44504595 -0.07047864
-0.09944351 2.36725736 -0.06672365
-0.05882353 3.00517869 -0.12785941
-0.05890123 2.99867916 -0.12797748
-0.03920230 2.71477294 -0.18404563
-0.03048047 2.78667593 -0.20007287
0.00715186 3.31696939 -0.25942945
0.04453056 3.12998176 -0.28324330
0.09220480 2.57455683 -0.28635314
0.02750526 2.33742166 -0.25518605
0.07071465 2.35666275 -0.27221745
0.05937724 3.18396306 -0.29036269
0.09531429 3.23344016 -0.30538017
0.09762179 3.09979010 -0.30265492
0.07140027 3.23868537 -0.29641613
0.12480120 3.29831910 -0.31835699
0.38913116 3.95207763 0.26803017
0.30818403 3.42711997 0.33803043
0.28974035 3.73216653 0.29622719
0.42069757 4.24907970 0.22818160
0.35892266 3.93629217 0.26965705
0.25776690 4.04326391 0.25326285
0.20187892 3.68809724 0.30067253
0.17297319 3.52059436 0.32298452
0.15338722 3.60645771 0.30691382
0.13458964 3.58208990 0.29397315
0.05414255 3.54848409 0.21917084
0.12955508 3.86260819 0.21163526
0.23011367 4.23570538 0.21416362
0.01623536 3.73240304 0.12917027
0.04368197 3.77162552 0.14700335
0.14788568 4.21484137 0.13424541
-0.02732006 3.58108926 0.06783581
-0.03220013 3.53818941 -0.07964399
0.01007667 3.75030994 0.00642014
-0.06268464 3.42027664 0.12003241
-0.01790991 3.60968614 -0.05207308
0.07355452 4.04397678 -0.04885805
0.07536069 4.04448175 -0.10800502
0.04463032 3.66847038 -0.18036203
0.05419486 3.38444018 -0.26155654
0.13208665 3.59942412 -0.27955404
0.00344317 3.37641263 -0.21623182
0.04020673 3.71964550 -0.16321258
0.24655937 4.18986893 -0.23545757
0.18094265 4.18737698 -0.17531227
0.14542754 3.44337559 -0.33167773
0.35364747 3.82009387 -0.28310925
0.35549200 3.56540155 -0.31662384
0.26849666 4.11217260 -0.24778557
0.23159191 3.37714386 -0.34608883
0.38309312 3.32943082 -0.34670499
0.40126175 4.24460459 -0.22520337
0.32393610 4.13371372 -0.24284968
0.42113617 4.14478111 -0.23761429
0.55631459 3.40308857 -0.20275474
0.57865071 3.40534687 -0.17861992
0.59373260 3.50016332 -0.15144975
0.52758026 3.42049074 -0.23143595
0.47341979 3.61475897 -0.26667619
0.55355811 4.05245304 -0.13007140
0.48936665 4.30236626 -0.16952223
0.48282552 4.36625290 -0.16907145
0.62616843 3.33400083 -0.06163305
0.62399805 3.38408661 -0.08753785
0.62317139 3.40945721 -0.10953536
0.57733440 4.16828203 -0.08035363
0.61842060 3.47935343 -0.08964007
0.57556003 4.12218857 0.09811308
0.57381576 4.16843796 0.05827536
0.59343094 3.82416391 0.06634565
0.59962362 3.56482744 0.14593650
0.47845513 3.62189198 0.25599805
0.52922601 3.47288442 0.22389784
0.45043033 3.32926774 0.31572044
0.57003093 3.81662416 0.14616509
0.50670528 4.31996536 0.15024923
0.46263015 3.72206759 0.25992316
0.48578954 3.86391449 0.22179255
0.29067835 4.56627178 -0.19604108
0.25982746 4.76237392 -0.16870281
0.29364538 4.80661964 -0.18605389
0.30910483 5.14992428 -0.17822085
0.37328482 5.08138847 -0.21850464
0.34798801 5.12090015 -0.20201738
0.37713316 5.04397726 -0.21958415
0.40134406 5.26780558 -0.21597822
0.39922354 4.87680817 -0.21155339
0.42119706 5.35847950 -0.21175385
0.43942600 5.32677889 -0.20639794
0.46563092 5.11097193 -0.19660752
0.56508201 5.02220297 -0.12617390
0.53052527 4.65986586 -0.14672628
0.55501312 4.55589867 -0.09248158
0.57833481 5.20777655 -0.12365410
0.57772315 5.05627823 -0.10800328
0.53946257 4.38838196 0.12386976
0.54605544 4.37131119 0.09543508
0.59331578 4.87457418 0.04085676
0.60830885 5.31046247 0.09097467
0.62234151 5.36197424 0.05094170
0.59121239 5.13704491 0.11269113
0.44855264 4.48992777 0.19171035
0.41118655 4.38524103 0.20968707
0.48336780 4.75992775 0.18089366
0.44225255 4.91901064 0.20985483
0.52673304 5.22050047 0.17153132
0.47630402 5.35082674 0.20479052
0.39310813 5.05624247 0.21004014
0.38085145 4.94455194 0.20960641
0.45506793 5.40707541 0.21768440
0.33922827 5.00848293 0.19674833
0.27577657 5.19062090 0.17139065
0.26118642 5.05882215 0.16422017
0.23889220 4.99899912 0.13393715
0.26420626 5.41484356 0.12071747
0.14002503 4.45658255 0.03747208
0.17018074 4.53366518 -0.07809241
0.14711833 4.55620670 0.01342360
0.16732295 4.73791695 -0.00846247
0.19595234 4.94769907 -0.05324835
0.19479056 4.89681053 -0.06367588
0.21472669 5.27316570 -0.02810042
0.72072226 6.22915554 -0.06467351
0.66306955 5.69212580 -0.02301461
0.66654015 5.70898151 -0.04280206
0.73117137 6.42616940 0.04929385
0.66926682 5.84824419 0.08760168
0.70768756 6.20953989 0.06705597
0.56233442 5.47195768 0.15854205
0.64782941 5.98068428 0.13776805
0.67344517 6.13101101 0.13133466
0.63043106 6.38841248 0.19335409
0.69995719 6.41190386 0.13724804
0.66429973 6.45509720 0.17158717
0.47971994 5.48541975 0.20967892
0.51129037 5.89706612 0.22374178
0.36841267 5.43263292 0.19863380
0.47080615 6.23411274 0.22941844
0.50547719 6.17581892 0.23092043
0.47701746 6.24439240 0.23024635
0.29829744 5.56207180 0.15510364
0.26662031 5.45647192 0.12094320
0.33032113 5.58020782 0.19213943
0.29485533 6.18789577 0.13280685
0.26671612 6.33377504 0.09496132
0.26815376 6.12210274 0.10311424
0.22392748 5.51839352 0.05742806
0.23820361 5.72241068 -0.02198770
0.22512802 5.57684231 0.06696220
0.24678597 5.88541698 -0.05653772
0.25536343 6.02169943 -0.10497088
0.26387095 6.28492022 -0.09999888
0.25986660 6.17879772 -0.09498215
0.27927780 5.87858438 -0.13208413
0.24627192 5.60765743 -0.10803087
0.29814592 5.72147655 -0.15017202
0.30053458 6.48325539 -0.14169259
0.32428703 6.46668100 -0.16203083
0.34381455 6.48158121 -0.17836407
0.29759461 6.30151129 -0.14167133
0.42673597 5.48985481 -0.20647258
0.49783391 5.56825399 -0.20375842
0.49263990 5.53423786 -0.20285706
0.52237189 5.56131172 -0.20147786
0.58054864 6.19941378 -0.22119081
0.55846769 5.80558920 -0.20786063
0.62968034 5.49474144 -0.08869714
0.54760641 5.43886185 -0.17802715
0.60687578 6.24984646 -0.21353519
0.64674455 6.08921909 -0.14571092
0.67262954 5.93860769 -0.09563243
0.69294107 6.33996964 -0.12374055
0.64527810 6.10361052 -0.14930812
0.40524170 7.07465696 0.18807176
0.29967082 6.59961605 0.11167093
0.36747813 6.65195656 0.20008194
0.33262479 6.96023035 0.10250739
0.29690871 6.77299976 0.08077669
0.32918185 7.22187519 0.02374175
0.27531257 6.70780373 0.03151695
0.26693216 6.61219978 0.02367333
0.34075916 7.09880829 -0.11463605
0.31333771 6.94080925 -0.04923043
0.33770126 7.20159483 -0.03696971
0.38968948 6.64478874 -0.19931221
0.39360967 7.08986044 -0.16187884
0.43561167 6.94082594 -0.20474315
0.48352215 7.31588364 -0.20429111
0.55980217 6.71974134 -0.22593361
0.51871181 7.10076046 -0.22296335
0.63347012 6.84992838 -0.20952027
0.56259698 7.01996565 -0.21737102
0.68984854 6.70422316 -0.15263368
0.68543047 6.99366188 -0.16697133
0.66431379 6.48710060 -0.18318754
0.68310982 7.35165691 -0.18020543
0.74622530 7.04601622 -0.08139372
0.73476422 6.70385456 0.08143952
0.72186989 6.51613045 0.12676495
0.73904300 6.85738468 0.08039849
0.72378618 6.63659906 0.13433242
0.72692746 7.18738031 0.13248092
0.69606769 6.59268379 0.15425234
0.67784548 6.48981524 0.16714118
0.62511748 7.01167154 0.20441128
0.67898870 7.17534685 0.16634463
0.70568669 7.17942715 0.14751869
0.55745727 6.87930107 0.23281606
0.46907818 6.75615025 0.22368912
0.54501104 6.96515417 0.22644402
0.49801791 7.10304165 0.21165073
0.46548322 7.33100510 0.19506213
0.58943021 7.77657986 -0.21404225
0.65996826 7.53191328 -0.19025108
0.63684171 7.79491711 -0.20216376
0.64757961 8.11227894 -0.20639858
0.73465419 8.05269527 -0.18215774
0.66476971 8.20369434 -0.20389213
0.74218881 8.04281807 -0.17243947
0.74093783 7.82429647 -0.14925066
0.72401273 7.71241856 -0.16510424
0.79512447 7.61666203 -0.03320004
0.77821875 8.11672211 -0.11983345
0.80421311 7.85381079 -0.00009800
0.79319245 7.57991266 -0.02898969
0.78451341 7.68946266 0.03254665
0.79831141 8.12847424 0.09421311
0.81856894 8.21361637 0.03862340
0.79142088 8.12140274 0.11885908
0.71115404 7.80064392 0.16754486
0.64805901 7.55177879 0.19389360
0.71901870 7.73731995 0.16015674
0.68351370 7.94293308 0.19002871
0.69356942 8.07132149 0.18969497
0.72170210 8.28512955 0.18242642
0.54707307 7.48243904 0.20902520
0.62565178 8.03787708 0.22438404
0.58919126 7.57740450 0.21915539
0.52188516 8.04533768 0.19703504
0.53517234 8.09069824 0.20009422
0.45921615 7.81718349 0.18274742
0.40495262 7.59623384 0.12525143
0.41377607 7.46289253 0.15209492
0.40906334 8.16404438 0.08092126
0.39248052 7.87133694 0.07943881
0.44586653 8.21699905 0.13833414
0.36970228 7.50383186 -0.06647288
0.35494560 7.58438873 0.00671950
0.37002888 7.93220043 0.02152080
0.39687115 8.21650982 -0.02202059
0.41199690 8.07025337 -0.11076166
0.41356423 8.08598518 -0.11351269
0.42877510 7.63870335 -0.15498157
0.49519312 7.61076593 -0.19497396
0.45958018 7.46053028 -0.17826268
0.51744390 8.04097366 -0.19579694
0.54471266 8.34003353 -0.20333926
0.67348498 8.50731850 0.21011922
0.78875268 8.73598957 0.17827103
0.65600002 8.58824062 0.21878044
0.64838076 8.86339283 0.23100701
0.63766366 9.07174110 0.23490660
0.59938079 8.42269802 0.22493000
0.55708289 9.17220783 0.19429800
0.50167054 8.85826492 0.17192003
0.45466208 8.84695816 0.11200379
0.41726804 8.58836269 0.03830010
0.43079185 8.54622555 0.08230586
0.41268107 8.70879173 0.00927087
0.43535930 9.10027027 0.02310054
0.41496563 8.67042542 0.02094640
0.44357201 8.86368656 -0.07888838
0.44867626 8.45365143 -0.12715809
0.45857131 8.52058029 -0.14138094
0.45697126 9.05874920 -0.08872502
0.47935665 9.00870514 -0.13963208
0.47637692 8.63568687 -0.16764624
0.60747802 8.53347969 -0.21889183
0.55506951 8.60138130 -0.20044242
0.62553024 8.87984562 -0.22313944
0.54205608 9.10014343 -0.19260488
0.66849244 8.66889763 -0.22448854
0.68008119 9.03045559 -0.23443779
0.72321892 8.92119789 -0.20907682
0.78791296 8.65272236 -0.16631892
0.75549674 8.76701927 -0.18690382
0.81932038 8.40168285 -0.07944456
0.80768669 8.39342213 -0.11096164
0.86235696 9.10406780 -0.09793404
0.87022811 9.13351154 -0.08149889
0.85658038 8.88812542 -0.07096716
0.87606764 8.79841328 0.02158659
0.87110448 8.86502457 0.04163134
0.77786112 8.41931152 0.16766827
0.82056653 8.88036919 0.14816612
0.48536602 9.55113411 0.02617298
0.45597523 9.30257511 0.07257118
0.44812495 9.24263573 -0.05658855
0.50510693 9.72202778 -0.06902878
0.52360749 9.87572193 -0.04047905
0.56121671 9.40874863 -0.17955390
0.54101360 9.49967194 -0.14617324
0.49920475 9.49056053 -0.10568982
0.53723758 9.73703098 -0.10799140
0.60594910 9.60330772 -0.19583033
0.60579950 10.20051289 -0.10911012
0.59323955 9.32577610 -0.21471825
0.63648081 9.22956085 -0.22093774
0.67571342 10.06155014 -0.16797066
0.70902991 10.00811577 -0.17149192
0.72555816 9.61184883 -0.19674540
0.83697730 9.67763519 -0.12874633
0.84937471 9.41383648 -0.12567711
0.83709741 9.51463509 -0.13434672
0.85059828 10.11187363 -0.09962200
0.86334676 9.49468040 -0.10894254
0.88473946 9.76903725 -0.07493909
0.88549328 9.69460106 -0.06386384
0.88976192 9.28569412 0.02042788
0.88339579 9.94969082 -0.01365554
0.88259608 10.08800602 0.04237565
0.85277706 9.73566723 0.11065746
0.83897847 9.61236095 0.12889783
0.86913615 10.16799545 0.07903182
0.82857347 9.31406593 0.14982793
0.86030865 10.16205883 0.08817719
0.83830392 9.90348434 0.11940587
0.75585794 9.98899555 0.17227070
0.74553627 9.95911884 0.17424941
0.72457463 9.86582756 0.18032822
0.66049099 10.22557831 0.15846483
0.64813423 9.86509609 0.18119822
0.60757828 9.76397610 0.17378075
0.54313058 9.34019852 0.17111409
0.53189480 9.53422165 0.13221563
0.57023388 9.78758907 0.13362016
0.52405262 9.86399078 0.07679947
0.61364311 10.12850857 0.12733136
0.83746552 10.45460320 -0.11801836
0.82779622 11.03913021 -0.16269101
0.87369043 10.44324684 -0.08718094
0.90713096 11.32265091 -0.11455955
0.90190506 10.85293579 -0.08944282
0.88068658 10.30714512 -0.02274760
0.87711835 10.31893349 -0.06829005
0.94647920 11.18956852 0.04601987
0.93206310 10.99450779 0.03188888
0.87043327 10.61817551 0.09648022
0.86862743 10.69177151 0.10498267
0.86800009 10.76228237 0.11175624
0.84981227 10.69060993 0.12742954
0.77416390 10.36371040 0.15105908
0.79027724 10.70984650 0.15623745
0.71923620 11.13927460 0.17120379
0.72088128 10.77448177 0.16369826
0.68046814 10.92014503 0.14482951
0.70510566 11.02555561 0.16280434
0.69888932 11.16006279 0.15433782
0.58774751 10.43284702 0.07931840
0.60114312 10.75801849 0.08237225
0.60450721 10.95663548 0.06111604
0.59831220 10.84397411 0.04121462
0.60686374 11.26828957 -0.04056630
0.58273959 10.60873890 -0.02826349
0.58407855 10.68072414 -0.04340253
0.64038348 10.47155285 -0.12724772
0.60805583 11.20365810 -0.05895986
0.66137409 11.37752533 -0.11644487
0.67039782 10.90609932 -0.14618807
0.69485921 10.61251354 -0.15400051
0.69953036 10.40050793 -0.15229616
0.67014629 10.40747166 -0.14978406
0.79526567 11.04191303 -0.16755207
0.73442650 11.28758144 -0.16438977
0.76901609 10.76977348 -0.16224788
0.83531183 11.51981544 0.15874660
0.87870890 11.63463783 0.14328340
0.87513691 12.27597904 0.13652541
0.87885022 12.30820370 0.13492562
0.77727932 11.71679115 0.16698711
0.71405911 11.44786358 0.14968662
0.75336438 11.83694839 0.14793701
0.75483280 12.43096733 0.11498636
0.76656359 12.21927357 0.13310122
0.63995194 11.68514252 0.02838127
0.66008663 11.76387405 0.07125793
0.62998044 11.40056419 0.06695020
0.67325586 12.21002865 0.00279260
0.64769983 11.82048798 0.01923411
0.64839512 11.44063759 -0.09547684
0.63472086 11.74127960 -0.02176734
0.69222891 12.20531845 -0.06009717
0.69464076 11.80970860 -0.12746249
0.75415021 12.18816948 -0.13151953
0.72038436 11.41684437 -0.15482527
0.79688990 12.17312145 -0.14570963
0.80726385 11.93815708 -0.15945056
0.91373175 11.42760372 -0.12296104
0.88746917 11.58206749 -0.13565217
0.91965014 11.44640827 -0.11982948
0.89509356 12.26336765 -0.12815194
0.94732231 11.43684959 -0.04875571
0.94769073 11.60196877 -0.05831681
0.94723660 12.00221062 -0.08575384
0.95926672 12.42445660 -0.07543816
0.98689342 12.41058350 0.01140576
0.92332315 11.47824097 0.10173015
0.95146310 11.59642887 0.05155340
0.93747026 11.54396725 0.07673366
0.93039906 11.74152946 0.09761117
0.92971212 12.20487022 0.11601648
0.73519814 13.21315861 -0.05183454
0.79297662 12.93197918 -0.13170053
0.76273495 12.95163536 -0.09686777
0.83248502 12.62495518 -0.13797282
0.79196823 12.61044884 -0.13557103
0.88513941 13.21438313 -0.13843083
0.92460293 12.65745449 -0.11675219
0.95494610 13.21452141 -0.11150371
0.96625012 12.88372993 -0.08817988
0.97892576 12.52723980 -0.02219574
1.01497173 13.36559391 -0.06303663
1.01240540 13.21851635 0.01272494
0.98807299 12.65728951 0.03046907
1.00516009 13.09190655 0.05317682
0.96297348 12.49459648 0.07068465
0.98510665 13.18511200 0.08006817
0.95408511 13.00823307 0.10592142
0.90349120 12.66660690 0.13535327
0.81400210 12.54385376 0.14061396
0.90493178 13.18834496 0.13617887
0.77905089 12.51797485 0.13073003
0.78674543 12.56007671 0.13574512
0.78159356 13.30159855 0.09807584
0.79181617 13.31050110 0.10689847
0.71721274 12.82947159 -0.00357968
0.72051591 12.95510101 -0.04823082
0.73811847 13.24715233 0.00937977
1.02487838 13.61349010 -0.06051506
1.04052866 14.07210159 -0.05729087
1.05055809 14.34810734 -0.03851653
1.04106855 14.02394199 0.00257229
1.03181195 13.99410152 0.05976736
0.97915864 13.52712727 0.10153618
1.01346159 14.38354588 0.09258474
1.02000451 14.43835735 0.08729094
0.88458681 13.60354328 0.13535611
0.93014526 13.45742989 0.13512525
0.88433111 14.34187317 0.12853575
0.85015011 13.56501484 0.13696811
0.80501741 13.83431721 0.09078076
0.81287813 13.69763184 0.10572563
0.83317447 14.20710659 0.09598437
0.76441115 13.65002537 0.06364568
0.76985633 13.84438038 0.00652222
0.78764170 14.13271046 0.04713152
0.79720670 14.37003326 -0.04573278
0.79756856 13.78873730 -0.08566187
0.78124958 13.55161190 -0.08327033
0.81913918 13.83485889 -0.10612655
0.83775890 14.42443371 -0.08802872
0.88924837 14.20054054 -0.12740111
0.83634013 13.69141102 -0.13207723
0.92034006 13.94184303 -0.13182330
0.90422332 14.24296951 -0.12742747
0.99382317 14.05066681 -0.10129847
1.02021277 13.52356148 -0.06294418
0.85051060 14.80929565 0.07274148
0.87778395 15.09657097 0.08328324
0.90646416 15.55073547 0.07922960
0.90352321 15.58455658 0.07165481
0.83996511 15.12062168 0.02658103
0.82454264 14.86262131 0.01965054
0.86814809 15.32205772 -0.05839499
0.89497679 15.00973225 -0.09865798
0.94283229 15.50327969 -0.10419958
0.93664980 15.09046841 -0.11790887
0.98356253 14.76958656 -0.11461517
0.98022336 15.31011391 -0.10686074
0.96832019 15.38030434 -0.10780576
1.03721964 15.24822521 -0.08539953
1.04737365 15.07732296 -0.06735913
1.06285298 15.46179390 -0.05388304
1.06801200 14.75584984 -0.01743584
1.06525278 14.84043407 0.00814301
1.05831981 15.01087666 0.06619873
1.03038132 14.87410259 0.08574072
0.97264153 14.76741028 0.12604146
1.00172579 15.56195641 0.10714368
0.96821159 15.20979118 0.11266364
0.94037443 14.96392250 0.11528861
0.93884605 15.43356037 0.10103700
0.96135235 15.53122711 0.10192362
1.01578665 15.96705341 -0.09732613
1.05958641 16.22851753 -0.08632912
1.05889726 15.66969395 -0.07096843
1.11341977 16.34626389 -0.01179581
1.09152341 15.88407230 0.01054685
1.10914862 16.34764481 0.00493515
1.05449867 15.91230965 0.07935617
1.02824497 16.28663826 0.09929058
0.96342146 15.76597214 0.09846530
0.94786060 16.36884308 0.08362002
0.89761543 15.87574005 0.04047853
0.91818064 16.27966118 0.04313127
0.88613069 15.66923523 -0.03407875
0.92474294 16.40811729 -0.05048379
0.90683961 15.73185444 -0.07267230
0.96013260 16.04363823 -0.09278039
1.08128870 16.63760567 0.07103173
1.05658174 16.55189323 0.08974963
1.07120228 17.21287346 0.08476697
0.97738087 16.51961327 0.09138176
1.01302993 17.00308418 0.08559112
0.99224454 17.20542717 0.07249466
0.95849341 16.97670746 0.04695190
0.93596762 16.81141853 -0.00186491
0.94969589 16.97577477 -0.03915676
